"approv","pi_rat","white","hse_inc","loan_val","ccred","mcred","pubrec","denpmi","selfemp","married","single","ltv_med","ltv_high"
1,0.3700000047683716,1,0.25999999046325684,0.9021276831626892,1,2,0,0,0,0,1,1,0
1,0.3400000035762787,1,0.2800000011920929,0.8470588326454163,1,2,0,0,0,1,0,1,0
1,0.3799999952316284,1,0.2800000011920929,0.4736842215061188,1,2,0,0,0,1,0,0,0
1,0.4399999976158142,1,0.3100000023841858,0.6879699230194092,1,1,0,0,0,1,0,0,0
1,0.3499999940395355,0,0.2199999988079071,0.8978102207183838,2,1,0,0,0,1,0,1,0
1,0.3799999952316284,1,0.2800000011920929,0.8808510899543762,1,2,0,0,0,1,0,1,0
1,0.3700000047683716,1,0.3400000035762787,0.9197530746459961,1,2,0,0,0,0,1,1,0
1,0.3700000047683716,1,0.2800000011920929,0.9363636374473572,1,2,0,0,0,1,0,1,0
1,0.4099999964237213,1,0.10000000149011612,0.6428571343421936,1,1,0,0,0,1,0,0,0
0,0.3499999940395355,1,0.3400000035762787,1.47826087474823,1,2,0,1,0,1,0,0,1
0,0.4099999964237213,1,0.30000001192092896,0.7200000286102295,3,4,0,0,0,1,0,0,0
1,0.3400000035762787,1,0.2800000011920929,0.6779661178588867,6,2,1,0,0,0,1,0,0
1,0.28999999165534973,1,0.1899999976158142,0.8999999761581421,2,2,0,0,0,1,0,1,0
0,0.27000001072883606,1,0.25999999046325684,0.800000011920929,6,2,1,0,0,1,0,1,0
1,0.3700000047683716,0,0.27000001072883606,0.8538461327552795,1,2,0,0,0,0,1,1,0
0,0.3400000035762787,1,0.30000001192092896,0.7419354915618896,1,2,0,0,1,1,0,0,0
1,0.36000001430511475,1,0.15000000596046448,0.6756756901741028,2,1,0,0,0,0,1,0,0
1,0.3400000035762787,1,0.3199999928474426,0.6436781883239746,5,3,0,0,0,0,1,0,0
1,0.27000001072883606,1,0.20999999344348907,0.9411764740943909,1,2,0,0,0,1,0,1,0
1,0.1599999964237213,1,0.07999999821186066,0.7324841022491455,1,1,0,0,0,0,1,0,0
1,0.38999998569488525,1,0.2800000011920929,0.9135802388191223,1,2,0,0,0,0,1,1,0
1,0.36000001430511475,1,0.25999999046325684,0.20714285969734192,5,2,0,0,0,1,0,0,0
1,0.3140000104904175,1,0.26499998569488525,0.9344262480735779,1,2,1,0,0,1,0,1,0
1,0.3400000035762787,1,0.2800000011920929,0.9034482836723328,1,2,1,0,0,1,0,1,0
1,0.3320000171661377,1,0.281000018119812,0.9024389982223511,2,2,0,0,0,0,1,1,0
1,0.33000001311302185,1,0.33000001311302185,0.6369426846504211,1,1,0,0,1,0,1,0,0
1,0.39900001883506775,1,0.2720000147819519,0.7692307829856873,1,2,0,0,0,0,1,0,0
1,0.34200000762939453,1,0.32199999690055847,0.75,1,2,0,0,0,1,0,0,0
1,0.37599998712539673,1,0.27799999713897705,0.800000011920929,2,1,0,0,0,0,1,1,0
1,0.32099997997283936,1,0.2510000169277191,0.8888888955116272,1,2,0,0,0,1,0,1,0
1,0.2789999842643738,1,0.20799998939037323,0.7518796920776367,1,2,0,0,0,1,0,0,0
1,0.31700000166893005,1,0.2460000067949295,0.8940397500991821,2,2,0,0,0,1,0,1,0
1,0.2849999964237213,0,0.25999999046325684,0.6499999761581421,1,2,0,0,1,1,0,0,0
1,0.36500000953674316,1,0.23999999463558197,0.940397322177887,2,2,0,0,0,1,0,1,0
1,0.3370000123977661,1,0.3140000104904175,0.42553192377090454,4,1,0,0,0,1,0,0,0
1,0.3499999940395355,1,0.27000001072883606,0.6785714030265808,1,1,0,0,0,0,1,0,0
1,0.35199999809265137,1,0.289000004529953,0.8846153616905212,2,2,0,0,0,0,1,1,0
1,0.3499999940395355,1,0.2800000011920929,0.9391891956329346,1,1,0,0,0,1,0,1,0
1,0.3440000116825104,1,0.2510000169277191,0.9024389982223511,1,2,0,0,0,1,0,1,0
1,0.2800000011920929,1,0.2800000011920929,0.7382550239562988,1,2,0,0,0,0,1,0,0
1,0.3779999911785126,1,0.22499999403953552,0.8994709253311157,2,2,0,0,0,1,0,1,0
1,0.257999986410141,1,0.1939999908208847,0.6779661178588867,2,2,0,0,0,1,0,0,0
1,0.21799999475479126,1,0.0819999948143959,0.8021978139877319,2,1,0,0,1,1,0,1,0
1,0.23000000417232513,1,0.17000000178813934,0.5530726313591003,1,1,0,0,0,1,0,0,0
1,0.2849999964237213,1,0.2849999964237213,0.6515679359436035,1,2,0,0,0,1,0,0,0
0,0.26499998569488525,1,0.26499998569488525,0.8351648449897766,2,2,1,1,0,1,0,1,0
1,0.36000001430511475,1,0.23999999463558197,0.7843137383460999,1,4,0,0,0,0,1,0,0
1,0.2720000147819519,1,0.27000001072883606,0.6666666865348816,1,1,0,0,0,1,0,0,0
1,0.36000001430511475,1,0.2199999988079071,0.8011363744735718,2,1,0,0,1,0,1,1,0
0,0.3100000023841858,0,0.3100000023841858,0.8823529481887817,4,2,0,0,0,1,0,1,0
0,0.359000027179718,1,0.289000004529953,0.9029850959777832,2,2,0,0,0,0,1,1,0
1,0.3970000147819519,1,0.24400000274181366,0.6603773832321167,2,1,0,0,0,1,0,0,0
1,0.3400000035762787,1,0.25999999046325684,0.7467532753944397,2,1,0,0,1,1,0,0,0
0,0.21899999678134918,0,0.21299999952316284,0.7676767706871033,2,2,0,0,0,1,0,0,0
1,0.3199999928474426,1,0.3199999928474426,0.8500000238418579,1,2,0,0,0,0,1,1,0
1,0.3199999928474426,1,0.23999999463558197,0.9481481313705444,1,2,0,0,0,1,0,1,0
1,0.2800000011920929,1,0.2800000011920929,0.43478259444236755,1,2,0,0,0,0,1,0,0
0,0.3879999816417694,0,0.3199999928474426,0.8881118893623352,3,2,0,0,0,1,0,1,0
1,0.25,1,0.18000000715255737,0.782608687877655,1,2,0,0,0,0,1,0,0
1,0.3400000035762787,1,0.25,0.800000011920929,1,1,0,0,0,1,0,1,0
1,0.3199999928474426,1,0.2199999988079071,0.7305936217308044,2,2,0,0,0,0,1,0,0
1,0.31200000643730164,1,0.25600001215934753,0.7922077775001526,1,2,0,0,1,1,0,0,0
1,0.33000001311302185,1,0.3100000023841858,0.5802469253540039,1,2,0,0,0,0,1,0,0
1,0.3199999928474426,1,0.3100000023841858,0.6363636255264282,2,2,0,0,0,1,0,0,0
1,0.3799999952316284,1,0.30000001192092896,0.8764705657958984,2,1,0,0,0,1,0,1,0
1,0.3199999928474426,1,0.20000000298023224,0.7969924807548523,1,2,0,0,0,1,0,0,0
1,0.23000000417232513,1,0.2199999988079071,0.9222221970558167,1,2,0,0,0,1,0,1,0
1,0.27000001072883606,1,0.27000001072883606,0.7512690424919128,2,2,0,0,0,1,0,0,0
1,0.3140000104904175,1,0.3140000104904175,0.6666666865348816,5,1,0,0,0,0,1,0,0
1,0.3499999940395355,1,0.23000000417232513,0.8518518805503845,3,2,0,0,0,0,1,1,0
1,0.3199999928474426,1,0.27000001072883606,0.7433628439903259,2,2,0,0,1,0,1,0,0
1,0.3579999804496765,1,0.10199999809265137,0.800000011920929,1,1,0,0,0,1,0,1,0
0,0.3499999940395355,1,0.33000001311302185,0.9296875,1,2,0,1,0,0,1,1,0
1,0.3400000035762787,1,0.23999999463558197,0.922535240650177,3,2,0,0,0,1,0,1,0
1,0.3100000023841858,1,0.2199999988079071,0.800000011920929,2,2,0,0,1,0,1,1,0
1,0.28999999165534973,1,0.20999999344348907,0.7032257914543152,3,3,0,0,0,1,0,0,0
0,0.6100000143051147,1,0.38999998569488525,0.5555555820465088,1,2,0,0,0,1,0,0,0
1,0.2629999816417694,1,0.22600001096725464,0.6254071593284607,1,1,0,0,0,1,0,0,0
1,0.2619999945163727,1,0.257999986410141,0.6870229244232178,2,2,0,0,0,0,1,0,0
1,0.36000001430511475,1,0.289000004529953,0.7875000238418579,1,2,0,0,0,1,0,0,0
0,0.46000000834465027,1,0.3100000023841858,1.105555534362793,2,1,0,0,1,0,1,0,1
1,0.3050000071525574,1,0.21799999475479126,0.6666666865348816,1,2,0,0,0,1,0,0,0
1,0.3840000033378601,1,0.2800000011920929,0.5066666603088379,2,2,0,0,0,0,1,0,0
1,0.2639999985694885,1,0.2150000035762787,0.7881773114204407,1,2,0,0,1,1,0,0,0
1,0.33000001311302185,1,0.3089999854564667,0.302325576543808,1,1,0,0,0,1,0,0,0
0,0.4699999988079071,0,0.3100000023841858,0.8926174640655518,3,2,0,0,1,0,1,1,0
1,0.1899999976158142,1,0.18000000715255737,0.7388888597488403,1,2,0,0,0,1,0,0,0
1,0.30000001192092896,1,0.30000001192092896,0.8947368264198303,4,2,0,0,0,0,1,1,0
1,0.36000001430511475,1,0.25999999046325684,0.7386363744735718,1,1,0,0,0,1,0,0,0
1,0.33000001311302185,1,0.25999999046325684,0.699999988079071,1,2,0,0,0,0,1,0,0
1,0.23000000417232513,1,0.23000000417232513,0.7368420958518982,1,2,0,0,0,0,1,0,0
1,0.4099999964237213,1,0.3400000035762787,0.800000011920929,3,1,0,0,0,1,0,1,0
1,0.36000001430511475,1,0.30000001192092896,0.9506173133850098,2,2,0,0,0,1,0,0,1
0,0.4099999964237213,1,0.33000001311302185,0.6945946216583252,1,2,0,0,0,1,0,0,0
1,0.33000001311302185,1,0.33000001311302185,0.6818181872367859,1,2,0,0,0,1,0,0,0
0,0.28999999165534973,1,0.28999999165534973,0.5714285969734192,6,2,1,0,0,0,1,0,0
1,0.4099999964237213,1,0.2800000011920929,0.7867867946624756,1,1,0,0,0,1,0,0,0
1,0.33000001311302185,1,0.2800000011920929,0.8978723287582397,1,2,0,0,0,1,0,1,0
1,0.23000000417232513,1,0.1899999976158142,0.8891752362251282,1,1,0,0,0,1,0,1,0
1,0.38999998569488525,1,0.3400000035762787,0.7170370221138,1,1,0,0,1,1,0,0,0
1,0.38999998569488525,1,0.15000000596046448,0.7984693646430969,5,1,0,0,1,1,0,0,0
1,0.27000001072883606,1,0.23999999463558197,0.800000011920929,1,1,0,0,0,1,0,1,0
1,0.3840000033378601,1,0.1420000046491623,0.800000011920929,1,1,0,0,1,0,1,1,0
1,0.38199999928474426,0,0.2770000100135803,0.8041236996650696,6,2,0,0,0,0,1,1,0
1,0.3700000047683716,1,0.26100000739097595,0.5813007950782776,1,2,0,0,0,1,0,0,0
1,0.32499998807907104,1,0.3229999840259552,0.7819148898124695,4,2,0,0,0,0,1,0,0
1,0.39800000190734863,1,0.3579999804496765,0.6428571343421936,1,1,0,0,0,0,1,0,0
1,0.39500001072883606,1,0.3059999942779541,0.800000011920929,2,2,0,0,0,0,1,1,0
1,0.40700000524520874,1,0.3370000123977661,0.7489361763000488,1,2,0,0,0,0,1,0,0
1,0.3009999990463257,1,0.19900000095367432,0.7790697813034058,1,2,0,0,0,0,1,0,0
1,0.36500000953674316,1,0.3179999887943268,0.8999999761581421,1,2,0,0,0,0,1,1,0
1,0.26600000262260437,1,0.25699999928474426,0.7977527976036072,1,2,0,0,0,0,1,0,0
1,0.2680000066757202,1,0.242000013589859,0.8947368264198303,1,2,0,0,0,1,0,1,0
1,0.26899999380111694,1,0.22600001096725464,0.7987805008888245,1,2,0,0,0,1,0,0,0
1,0.4090000092983246,0,0.3149999976158142,0.8878504633903503,6,2,0,0,0,0,1,1,0
1,0.30799999833106995,1,0.2800000011920929,0.5813953280448914,6,2,0,0,0,1,0,0,0
1,0.3109999895095825,1,0.3109999895095825,0.6666666865348816,5,2,0,0,0,0,1,0,0
1,0.36000001430511475,0,0.30000001192092896,0.8627451062202454,1,2,0,0,0,1,0,1,0
1,0.38999998569488525,1,0.3100000023841858,0.8133333325386047,2,2,0,0,0,1,0,1,0
1,0.3199999928474426,1,0.3199999928474426,0.7323076725006104,1,2,0,0,0,1,0,0,0
1,0.18000000715255737,1,0.1599999964237213,0.31481480598449707,1,2,0,0,0,1,0,0,0
1,0.3400000035762787,1,0.27000001072883606,0.3798076808452606,6,2,0,0,0,1,0,0,0
1,0.3279999792575836,0,0.3279999792575836,0.8689655065536499,1,2,0,0,0,0,1,1,0
0,0.3837999999523163,0,0.28940001130104065,0.9879518151283264,6,2,0,0,0,0,1,0,1
1,0.33799999952316284,0,0.2529999911785126,0.8999999761581421,6,2,0,0,0,1,0,1,0
1,0.281000018119812,1,0.2709999978542328,0.4675000011920929,1,2,0,0,0,1,0,0,0
0,0.392300009727478,0,0.3338000178337097,0.902255654335022,6,2,1,0,0,0,1,1,0
1,0.3630000054836273,1,0.20899999141693115,0.47138047218322754,1,1,0,0,0,1,0,0,0
1,0.24580000340938568,1,0.23080000281333923,0.31111112236976624,1,1,0,0,0,1,0,0,0
1,0.382099986076355,1,0.33090001344680786,0.7972972989082336,1,2,0,0,0,1,0,0,0
1,0.3199999928474426,1,0.2800000011920929,0.6499999761581421,1,1,0,0,0,1,0,0,0
1,0.28600001335144043,0,0.2549999952316284,0.6499999761581421,5,2,0,0,0,1,0,0,0
1,0.26600000262260437,1,0.20999999344348907,0.5555555820465088,2,1,0,0,0,0,1,0,0
1,0.3149999976158142,0,0.28700000047683716,0.9013158082962036,1,1,0,0,0,1,0,1,0
1,0.30469998717308044,0,0.23899999260902405,0.47826087474823,1,2,0,0,0,0,1,0,0
1,0.33799999952316284,1,0.2919999957084656,0.9028571248054504,1,2,0,0,0,0,1,1,0
1,0.3659999966621399,1,0.27300000190734863,0.6517857313156128,1,2,0,0,0,0,1,0,0
1,0.3709999918937683,0,0.24500000476837158,0.5932203531265259,1,2,0,0,1,1,0,0,0
1,0.38099998235702515,1,0.3190000057220459,0.3155818581581116,1,2,0,0,0,1,0,0,0
1,0.3499999940395355,0,0.3100000023841858,0.8985507488250732,1,2,0,0,0,0,1,1,0
1,0.3400000035762787,0,0.28999999165534973,0.9523809552192688,2,2,0,0,0,1,0,0,1
1,0.26520001888275146,1,0.21250000596046448,0.8910890817642212,6,2,0,0,0,1,0,1,0
1,0.3499999940395355,1,0.25999999046325684,0.8999999761581421,2,2,0,0,0,0,1,1,0
0,0.38999998569488525,0,0.25999999046325684,0.902255654335022,6,2,0,0,0,0,1,1,0
0,0.38999998569488525,1,0.23999999463558197,0.7796609997749329,2,2,0,0,1,0,1,0,0
1,0.30000001192092896,1,0.17000000178813934,0.4021739065647125,1,1,0,0,0,1,0,0,0
1,0.28999999165534973,1,0.28999999165534973,0.7090908885002136,1,1,0,0,0,1,0,0,0
1,0.3499999940395355,1,0.3400000035762787,0.801484227180481,1,2,0,0,0,1,0,1,0
1,0.38999998569488525,1,0.27000001072883606,0.8333333134651184,1,1,0,0,0,0,1,1,0
1,0.36000001430511475,0,0.2800000011920929,0.9037036895751953,6,2,0,0,0,0,1,1,0
1,0.25999999046325684,1,0.25999999046325684,0.7361111044883728,1,1,0,0,0,0,1,0,0
1,0.36000001430511475,1,0.23000000417232513,0.7421875,1,1,0,0,0,0,1,0,0
1,0.27000001072883606,1,0.2199999988079071,0.7740113139152527,1,2,0,0,0,1,0,0,0
1,0.3569999933242798,1,0.20000000298023224,0.800000011920929,5,2,0,0,0,0,1,1,0
1,0.30000001192092896,0,0.19700001180171967,0.8834951519966125,1,2,0,0,0,1,0,1,0
1,0.38999998569488525,0,0.28999999165534973,0.9056603908538818,1,2,0,0,0,1,0,1,0
1,0.3100000023841858,1,0.30000001192092896,0.8979591727256775,1,2,0,0,0,1,0,1,0
0,0.4300000071525574,1,0.20999999344348907,0.5625,2,1,0,0,1,1,0,0,0
0,0.4000000059604645,0,0.25999999046325684,0.5314685106277466,6,2,1,1,0,1,0,0,0
1,0.3400000035762787,0,0.23000000417232513,0.8839285969734192,6,2,0,0,0,0,1,1,0
0,0.4059999883174896,1,0.4059999883174896,0.8983050584793091,4,2,0,0,1,1,0,1,0
0,0.23000000417232513,1,0.12999999523162842,0.33816424012184143,1,2,0,0,0,1,0,0,0
0,0.7300000190734863,1,0.3700000047683716,0.45627376437187195,1,1,0,0,1,0,1,0,0
1,0.3799999952316284,0,0.3499999940395355,0.577235758304596,1,2,0,0,0,0,1,0,0
1,0.382999986410141,0,0.36090001463890076,0.6079999804496765,1,2,0,0,0,0,1,0,0
1,0.3199999928474426,1,0.22100000083446503,0.8971962332725525,1,2,0,0,0,1,0,1,0
1,0.2929999828338623,1,0.25,0.852173924446106,1,2,0,0,0,1,0,1,0
1,0.2402999997138977,1,0.23499999940395355,0.25641027092933655,1,2,0,0,0,0,1,0,0
1,0.1939999908208847,1,0.11500000208616257,0.7277777791023254,2,2,0,0,0,0,1,0,0
1,0.2939999997615814,0,0.2590000033378601,0.5737704634666443,6,2,0,0,0,0,1,0,0
1,0.38199999928474426,0,0.26899999380111694,0.6079999804496765,2,2,0,0,0,0,1,0,0
1,0.3797999918460846,0,0.27959999442100525,0.6079999804496765,6,2,0,0,1,0,1,0,0
1,0.3359000086784363,0,0.21940000355243683,0.8098591566085815,1,2,0,0,0,1,0,1,0
1,0.3902999758720398,0,0.27719998359680176,0.6079999804496765,6,2,0,0,0,0,1,0,0
1,0.392799973487854,0,0.30379998683929443,0.800000011920929,6,2,0,0,0,0,1,1,0
1,0.2800000011920929,1,0.2800000011920929,0.8260869383811951,5,2,0,0,0,1,0,1,0
1,0.3100000023841858,1,0.25999999046325684,0.89682537317276,1,2,0,0,0,1,0,1,0
1,0.3840999901294708,1,0.20909999310970306,0.800000011920929,1,2,0,0,1,0,1,1,0
1,0.33400002121925354,0,0.28600001335144043,0.8896551728248596,1,2,0,0,0,0,1,1,0
1,0.28999999165534973,0,0.25999999046325684,0.8924731016159058,1,2,0,0,0,0,1,1,0
1,0.33090001344680786,1,0.3005000054836273,0.7457627058029175,1,2,0,0,0,0,1,0,0
1,0.336899995803833,0,0.321399986743927,0.9333333373069763,1,2,0,0,0,0,1,1,0
1,0.3422999978065491,1,0.3140000104904175,0.8612440228462219,1,2,0,0,0,1,0,1,0
0,0.302700012922287,0,0.25769999623298645,0.9545454382896423,5,2,0,0,0,0,1,0,1
1,0.3190999925136566,1,0.26520001888275146,0.7924528121948242,1,2,0,0,0,1,0,0,0
1,0.24629999697208405,1,0.2110000103712082,0.6880733966827393,1,2,0,0,0,1,0,0,0
1,0.28600001335144043,1,0.25270000100135803,0.7534883618354797,2,2,0,0,1,1,0,0,0
1,0.27000001072883606,1,0.27000001072883606,0.7978723645210266,6,2,0,0,0,0,1,0,0
1,0.28200000524520874,1,0.25120002031326294,0.8999999761581421,2,2,0,0,1,0,1,1,0
1,0.3243999779224396,1,0.29179999232292175,0.5647969245910645,1,1,0,0,1,0,1,0,0
1,0.3479999899864197,1,0.18889999389648438,0.7379679083824158,2,2,0,0,1,1,0,0,0
1,0.29600000381469727,1,0.29600000381469727,0.4792332351207733,4,2,0,0,0,0,1,0,0
1,0.3197999894618988,1,0.26269999146461487,0.5322580933570862,5,1,0,0,0,1,0,0,0
1,0.4000999927520752,1,0.27879998087882996,0.40784314274787903,1,2,0,0,1,0,1,0,0
1,0.27629998326301575,1,0.25440001487731934,0.7485029697418213,2,2,0,0,0,1,0,0,0
1,0.352400004863739,1,0.289900004863739,0.7480915784835815,2,2,0,0,0,0,1,0,0
1,0.12380000203847885,1,0.1218000054359436,0.6930692791938782,1,2,0,0,0,1,0,0,0
1,0.3400000035762787,1,0.27000001072883606,1.9083333015441895,1,2,0,0,0,0,1,0,1
1,0.21160000562667847,1,0.1818000078201294,0.5161290168762207,1,2,0,0,1,1,0,0,0
1,0.2826000154018402,1,0.2752000093460083,0.47117793560028076,1,1,0,0,0,1,0,0,0
1,0.289000004529953,1,0.28459998965263367,0.7407407164573669,1,1,0,0,0,1,0,0,0
1,0.30000001192092896,1,0.25,0.771276593208313,5,1,0,0,0,1,0,0,0
1,0.36000001430511475,1,0.2800000011920929,0.7359307408332825,3,2,0,0,0,1,0,0,0
1,0.3199999928474426,1,0.27000001072883606,0.5641025900840759,1,1,0,0,0,1,0,0,0
0,0.3199999928474426,1,0.3199999928474426,0.6875,1,1,0,0,0,1,0,0,0
1,0.25999999046325684,1,0.20000000298023224,0.7357142567634583,5,1,0,0,0,1,0,0,0
1,0.25999999046325684,1,0.20999999344348907,0.7075471878051758,2,1,0,0,0,1,0,0,0
0,0.3199999928474426,1,0.25999999046325684,0.7944444417953491,2,1,0,0,1,0,1,0,0
1,0.41999998688697815,0,0.33000001311302185,0.800000011920929,3,3,1,0,0,0,1,1,0
1,0.3400000035762787,1,0.33000001311302185,0.643410861492157,5,2,0,0,0,0,1,0,0
1,0.3700000047683716,1,0.3400000035762787,0.8775510191917419,1,2,0,0,0,1,0,1,0
1,0.28999999165534973,1,0.2800000011920929,0.5925925970077515,1,2,0,0,0,0,1,0,0
1,0.3499999940395355,1,0.3100000023841858,0.7200000286102295,1,2,0,0,0,0,1,0,0
1,0.4000000059604645,1,0.27000001072883606,0.800000011920929,1,2,0,0,0,0,1,1,0
1,0.36000001430511475,1,0.30000001192092896,0.9263157844543457,1,2,0,0,0,0,1,1,0
1,0.3799999952316284,1,0.27000001072883606,0.7045454382896423,1,1,0,0,0,1,0,0,0
1,0.3700000047683716,1,0.25999999046325684,0.5777778029441833,1,1,0,0,0,1,0,0,0
1,0.4099999964237213,1,0.23000000417232513,0.7056604027748108,1,1,0,0,0,0,1,0,0
1,0.3199999928474426,1,0.3100000023841858,0.2777777910232544,1,2,0,0,0,0,1,0,0
1,0.33000001311302185,1,0.25999999046325684,0.9462365508079529,1,2,0,0,0,1,0,1,0
1,0.33000001311302185,1,0.25999999046325684,0.8176470398902893,1,2,0,0,0,1,0,1,0
1,0.28999999165534973,1,0.20999999344348907,0.3125,1,2,0,0,0,0,1,0,0
1,0.3700000047683716,1,0.10999999940395355,0.34090909361839294,6,1,0,0,1,0,1,0,0
1,0.36000001430511475,1,0.20000000298023224,0.898809552192688,6,2,1,0,0,0,1,1,0
1,0.3700000047683716,1,0.30000001192092896,0.7647058963775635,1,2,0,0,0,1,0,0,0
1,0.30000001192092896,1,0.30000001192092896,0.529411792755127,1,1,0,0,0,0,1,0,0
1,0.3400000035762787,1,0.3400000035762787,0.8117647171020508,1,2,0,0,0,1,0,1,0
1,0.41999998688697815,1,0.25999999046325684,0.75,2,2,0,0,1,1,0,0,0
1,0.20000000298023224,1,0.07999999821186066,0.1111111119389534,1,1,0,0,0,1,0,0,0
1,0.30000001192092896,1,0.28999999165534973,0.5333333611488342,2,1,0,0,0,1,0,0,0
1,0.3799999952316284,1,0.27000001072883606,0.934374988079071,2,1,0,0,0,1,0,1,0
1,0.3400000035762787,1,0.3100000023841858,0.9212121367454529,6,2,0,0,0,0,1,1,0
1,0.28999999165534973,1,0.25999999046325684,0.6678571701049805,1,1,0,0,1,1,0,0,0
1,0.3199999928474426,1,0.28999999165534973,0.9166666865348816,1,2,0,0,0,1,0,1,0
1,0.36000001430511475,1,0.30000001192092896,0.9437500238418579,2,2,0,0,0,1,0,1,0
1,0.4099999964237213,1,0.30000001192092896,0.6521739363670349,1,1,0,0,0,1,0,0,0
1,0.3199999928474426,1,0.2800000011920929,0.47445255517959595,1,2,0,0,0,0,1,0,0
1,0.3799999952316284,0,0.3100000023841858,0.8240000009536743,1,2,0,0,0,1,0,1,0
1,0.20000000298023224,1,0.03999999910593033,0.48507463932037354,3,1,0,0,0,0,1,0,0
1,0.2800000011920929,1,0.2199999988079071,0.9230769276618958,4,2,0,0,0,0,1,1,0
1,0.25,1,0.25,0.5555555820465088,4,2,0,0,0,1,0,0,0
1,0.28999999165534973,1,0.2800000011920929,0.5753846168518066,1,2,0,0,0,1,0,0,0
0,0.49000000953674316,1,0.3700000047683716,0.9155844449996948,2,1,0,0,0,0,1,1,0
1,0.33000001311302185,1,0.23999999463558197,0.8894736766815186,1,2,0,0,0,1,0,1,0
1,0.44999998807907104,1,0.20999999344348907,0.8015872836112976,2,1,0,0,0,1,0,1,0
0,0.4099999964237213,1,0.3499999940395355,0.9225806593894958,1,2,0,1,0,0,1,1,0
1,0.3499999940395355,1,0.2800000011920929,0.8387096524238586,1,2,0,0,0,1,0,1,0
1,0.3499999940395355,1,0.30000001192092896,0.35087719559669495,2,3,0,0,0,1,0,0,0
1,0.07999999821186066,1,0.07000000029802322,0.7329843044281006,1,2,0,0,1,1,0,0,0
1,0.25,1,0.25,0.5037037134170532,1,2,0,0,0,0,1,0,0
1,0.47999998927116394,1,0.15000000596046448,0.7266666889190674,1,2,0,0,0,1,0,0,0
1,0.36000001430511475,1,0.009999999776482582,1.465116262435913,1,2,0,0,1,1,0,0,1
1,0.3199999928474426,1,0.3100000023841858,0.8405796885490417,1,2,0,0,0,1,0,1,0
